Date,Open,High,Low,Close
5/3/2023,28680.49414,29259.5332,28178.38867,29006.30859
5/4/2023,29031.30469,29353.18555,28694.03906,28847.71094
5/5/2023,28851.48047,29668.9082,28845.50977,29534.38477
5/6/2023,29538.85938,29820.12695,28468.9668,28904.62305
5/7/2023,28901.62305,29157.51758,28441.36719,28454.97852
5/8/2023,28450.45703,28663.27148,27310.13477,27694.27344
5/9/2023,27695.06836,27821.40039,27375.60156,27658.77539
5/10/2023,27654.63672,28322.6875,26883.66992,27621.75586
5/11/2023,27621.08594,27621.94141,26781.82617,27000.78906
5/12/2023,26987.66211,27055.64648,25878.42969,26804.99023
5/13/2023,26807.76953,27030.48242,26710.87305,26784.07813
5/14/2023,26788.97461,27150.97656,26661.35547,26930.63867
5/15/2023,26931.38477,27646.34766,26766.09766,27192.69336
5/16/2023,27171.51367,27299.30469,26878.94727,27036.65039
5/17/2023,27035.4707,27465.92773,26600.14453,27398.80273
5/18/2023,27401.65039,27466.52734,26415.10156,26832.20898
5/19/2023,26826.75391,27128.61914,26700.21094,26890.12891
5/20/2023,26888.8418,27155.1582,26843.27734,27129.58594
5/21/2023,27118.42383,27265.91797,26706.92188,26753.82617
5/22/2023,26749.89258,27045.73438,26549.73438,26851.27734
5/23/2023,26855.96094,27434.68359,26816.17969,27225.72656
5/24/2023,27224.60352,27224.60352,26106.57617,26334.81836
5/25/2023,26329.46094,26591.51953,25890.59375,26476.20703
5/26/2023,26474.18164,26916.66992,26343.94922,26719.29102
5/27/2023,26720.18164,26888.88281,26621.14063,26868.35352
5/28/2023,26871.1582,28193.44922,26802.75195,28085.64648
5/29/2023,28075.5918,28432.03906,27563.87695,27745.88477
5/30/2023,27745.12305,28044.75977,27588.50195,27702.34961
5/31/2023,27700.5293,27831.67773,26866.45313,27219.6582
6/1/2023,27218.41211,27346.10547,26671.7207,26819.97266
6/2/2023,26824.55664,27303.86133,26574.64453,27249.58984
6/3/2023,27252.32422,27317.05273,26958.00391,27075.12891
6/4/2023,27075.12305,27407.01953,26968.22461,27119.06641
6/5/2023,27123.10938,27129.98242,25445.16797,25760.09766
6/6/2023,25732.10938,27313.82031,25434.86719,27238.7832
6/7/2023,27235.65039,27332.18164,26146.98828,26345.99805
6/8/2023,26347.6543,26797.51367,26246.66406,26508.2168
6/9/2023,26505.92383,26770.28906,26339.31445,26480.375
6/10/2023,26481.76172,26531.04492,25501.83594,25851.24023
6/11/2023,25854.03125,26203.43945,25668.98633,25940.16797
6/12/2023,25934.28516,26087.91992,25675.19727,25902.5
6/13/2023,25902.94141,26376.35156,25728.36523,25918.72852
6/14/2023,25920.25781,26041.80078,24902.15234,25124.67578
6/15/2023,25121.67383,25735.30859,24797.16797,25576.39453
6/16/2023,25575.2832,26463.17383,25245.35742,26327.46289
6/17/2023,26328.67969,26769.39453,26174.49219,26510.67578
6/18/2023,26510.45703,26675.92578,26325.89063,26336.21289
6/19/2023,26335.44141,26984.61133,26312.83203,26851.0293
6/20/2023,26841.66406,28388.96875,26668.79102,28327.48828
6/21/2023,28311.31055,30737.33008,28283.41016,30027.29688
6/22/2023,29995.93555,30495.99805,29679.1582,29912.28125
6/23/2023,29896.38281,31389.53906,29845.21484,30695.46875
6/24/2023,30708.73828,30804.14844,30290.14648,30548.69531
6/25/2023,30545.15039,31041.27148,30327.94336,30480.26172
6/26/2023,30480.52344,30636.0293,29955.74414,30271.13086
6/27/2023,30274.32031,31006.78711,30236.65039,30688.16406
6/28/2023,30696.56055,30703.2793,29921.82227,30086.24609
6/29/2023,30086.1875,30796.25,30057.20313,30445.35156
6/30/2023,30441.35352,31256.86328,29600.27539,30477.25195
7/1/2023,30471.84766,30641.28906,30328.86523,30590.07813
7/2/2023,30587.26953,30766.14063,30264.01953,30620.76953
7/3/2023,30624.51563,31375.61328,30586.51367,31156.43945
7/4/2023,31156.86523,31325.19727,30659.35547,30777.58203
7/5/2023,30778.72461,30877.33008,30225.61328,30514.16602
7/6/2023,30507.15039,31460.05273,29892.22656,29909.33789
7/7/2023,29907.99805,30434.64453,29777.28516,30342.26563
7/8/2023,30346.92188,30374.4375,30080.16016,30292.54102
7/9/2023,30291.61133,30427.58984,30085.5918,30171.23438
7/10/2023,30172.42383,31026.08398,29985.39453,30414.4707
7/11/2023,30417.63281,30788.31445,30358.09766,30620.95117
7/12/2023,30622.24609,30959.96484,30228.83594,30391.64648
7/13/2023,30387.48828,31814.51563,30268.35156,31476.04883
7/14/2023,31474.7207,31582.25391,29966.38672,30334.06836
7/15/2023,30331.7832,30407.78125,30263.46289,30295.80664
7/16/2023,30297.47266,30437.56055,30089.66992,30249.13281
7/17/2023,30249.62695,30336.40039,29685.7832,30145.88867
7/18/2023,30147.07031,30233.65625,29556.42773,29856.5625
7/19/2023,29862.04688,30184.18164,29794.26953,29913.92383
7/20/2023,29915.25,30195.53125,29638.0957,29792.01563
7/21/2023,29805.11133,30045.99805,29733.85156,29908.74414
7/22/2023,29908.69727,29991.61523,29664.12109,29771.80273
7/23/2023,29790.11133,30330.64063,29741.52734,30084.53906
7/24/2023,30081.66211,30093.39453,28934.29492,29176.91602
7/25/2023,29178.9707,29353.16016,29062.43359,29227.39063
7/26/2023,29225.75977,29675.55273,29113.91211,29354.97266
7/27/2023,29353.79883,29560.9668,29099.35156,29210.68945
7/28/2023,29212.16406,29521.51367,29125.8457,29319.24609
7/29/2023,29319.44531,29396.84375,29264.16602,29356.91797
7/30/2023,29357.09375,29443.16992,29059.50195,29275.30859
7/31/2023,29278.31445,29489.87305,29131.57813,29230.11133
8/1/2023,29230.87305,29675.73242,28657.02344,29675.73242
8/2/2023,29704.14648,29987.99805,28946.50977,29151.95898
8/3/2023,29161.8125,29375.70703,28959.48828,29178.67969
8/4/2023,29174.38281,29302.07813,28885.33594,29074.0918
8/5/2023,29075.38867,29102.46484,28957.79688,29042.12695
8/6/2023,29043.70117,29160.82227,28963.83398,29041.85547
8/7/2023,29038.51367,29244.28125,28724.14063,29180.57813
8/8/2023,29180.01953,30176.79688,29113.81445,29765.49219
8/9/2023,29766.69531,30093.43555,29376.80078,29561.49414
8/10/2023,29563.97266,29688.56445,29354.44727,29429.5918
8/11/2023,29424.90234,29517.77344,29253.51758,29397.71484
8/12/2023,29399.78711,29465.11328,29357.58789,29415.96484
8/13/2023,29416.59375,29441.43359,29265.80664,29282.91406
8/14/2023,29283.26367,29660.25391,29124.10547,29408.44336
8/15/2023,29408.04883,29439.12109,29088.85352,29170.34766
8/16/2023,29169.07422,29221.97656,28701.7793,28701.7793
8/17/2023,28699.80273,28745.94727,25409.11133,26664.55078
8/18/2023,26636.07813,26808.19531,25668.92188,26049.55664
8/19/2023,26047.83203,26249.44922,25802.4082,26096.20508
8/20/2023,26096.86133,26260.68164,26004.31445,26189.58398
8/21/2023,26188.69141,26220.20117,25846.08789,26124.14063
8/22/2023,26130.74805,26135.50781,25520.72852,26031.65625
8/23/2023,26040.47461,26786.89844,25804.99805,26431.64063
8/24/2023,26431.51953,26554.91016,25914.92578,26162.37305
8/25/2023,26163.67969,26248.10352,25786.8125,26047.66797
8/26/2023,26047.23438,26107.38477,25983.87891,26008.46289
8/27/2023,26008.24219,26165.37305,25965.09766,26089.69336
8/28/2023,26089.61523,26198.57813,25880.59961,26106.15039
8/29/2023,26102.48633,28089.33789,25912.62891,27727.39258
8/30/2023,27726.08398,27760.16016,27069.20703,27297.26563
8/31/2023,27301.92969,27456.07813,25752.92969,25931.47266
9/1/2023,25934.02148,26125.86914,25362.60938,25800.72461
9/2/2023,25800.91016,25970.28516,25753.09375,25868.79883
9/3/2023,25869.47266,26087.14844,25817.03125,25969.56641
9/4/2023,25968.16992,26081.52539,25657.02539,25812.41602
9/5/2023,25814.95703,25858.375,25589.98828,25779.98242
9/6/2023,25783.93164,25953.01563,25404.35938,25753.23633
9/7/2023,25748.3125,26409.30273,25608.20117,26240.19531
9/8/2023,26245.20898,26414.00586,25677.48047,25905.6543
9/9/2023,25905.42578,25921.97656,25810.49414,25895.67773
9/10/2023,25895.21094,25978.13086,25640.26172,25832.22656
9/11/2023,25831.71484,25883.94727,24930.29688,25162.6543
9/12/2023,25160.6582,26451.93945,25133.07813,25833.34375
9/13/2023,25837.55469,26376.11328,25781.12305,26228.32422
9/14/2023,26228.27734,26774.62305,26171.45117,26539.67383
9/15/2023,26533.81836,26840.49805,26240.70117,26608.69336
9/16/2023,26606.19922,26754.76953,26473.89063,26568.28125
9/17/2023,26567.92773,26617.99805,26445.07422,26534.1875
9/18/2023,26532.99414,27414.73438,26415.51563,26754.28125
9/19/2023,26760.85156,27488.76367,26681.60547,27211.11719
9/20/2023,27210.22852,27379.50586,26864.08203,27132.00781
9/21/2023,27129.83984,27152.93945,26389.30078,26567.63281
9/22/2023,26564.05664,26726.07813,26495.5332,26579.56836
9/23/2023,26578.55664,26634.18555,26520.51953,26579.39063
9/24/2023,26579.37305,26716.05859,26221.05078,26256.82617
9/25/2023,26253.77539,26421.50781,26011.46875,26298.48047
9/26/2023,26294.75781,26389.88477,26090.71289,26217.25
9/27/2023,26209.49805,26817.8418,26111.46484,26352.7168
9/28/2023,26355.8125,27259.5,26327.32227,27021.54688
9/29/2023,27024.8418,27225.9375,26721.76367,26911.7207
9/30/2023,26911.68945,27091.79492,26888.96875,26967.91602
10/1/2023,26967.39648,28047.23828,26965.09375,27983.75
10/2/2023,27976.79883,28494.45898,27347.78711,27530.78516
10/3/2023,27508.25195,27667.19141,27216.00195,27429.97852
10/4/2023,27429.07422,27826.6582,27248.10547,27799.39453
10/5/2023,27798.64648,28091.86133,27375.60156,27415.91211
10/6/2023,27412.12305,28252.53711,27215.55273,27946.59766
10/7/2023,27946.78125,28028.0918,27870.42383,27968.83984
10/8/2023,27971.67773,28102.16992,27740.66211,27935.08984
10/9/2023,27934.47266,27989.4707,27302.5625,27583.67773
10/10/2023,27589.20117,27715.84766,27301.6543,27391.01953
10/11/2023,27392.07617,27474.11523,26561.09961,26873.32031
10/12/2023,26873.29297,26921.43945,26558.32031,26756.79883
10/13/2023,26752.87891,27092.69727,26686.32227,26862.375
10/14/2023,26866.20313,26969,26814.58594,26861.70703
10/15/2023,26858.01172,27289.16992,26817.89453,27159.65234
10/16/2023,27162.62891,29448.13867,27130.47266,28519.4668
10/17/2023,28522.09766,28618.75195,28110.18555,28415.74805
10/18/2023,28413.53125,28889.00977,28174.25195,28328.3418
10/19/2023,28332.41602,28892.47461,28177.98828,28719.80664
10/20/2023,28732.8125,30104.08594,28601.66992,29682.94922
10/21/2023,29683.38086,30287.48242,29481.75195,29918.41211
10/22/2023,29918.6543,30199.43359,29720.3125,29993.89648
10/23/2023,30140.68555,34370.4375,30097.82813,33086.23438
10/24/2023,33077.30469,35150.43359,32880.76172,33901.52734
10/25/2023,33916.04297,35133.75781,33709.10938,34502.82031
10/26/2023,34504.28906,34832.91016,33762.32422,34156.64844
10/27/2023,34156.5,34238.21094,33416.88672,33909.80078
10/28/2023,33907.72266,34399.39063,33874.80469,34089.57422
10/29/2023,34089.37109,34743.26172,33947.56641,34538.48047
10/30/2023,34531.74219,34843.93359,34110.97266,34502.36328
10/31/2023,34500.07813,34719.25391,34083.30859,34667.78125
11/1/2023,34657.27344,35527.92969,34170.69141,35437.25391
11/2/2023,35441.57813,35919.84375,34401.57422,34938.24219
11/3/2023,34942.47266,34942.47266,34133.44141,34732.32422
11/4/2023,34736.32422,35256.03125,34616.69141,35082.19531
11/5/2023,35090.01172,35340.33984,34594.24219,35049.35547
11/6/2023,35044.78906,35286.02734,34765.36328,35037.37109
11/7/2023,35047.79297,35892.41797,34545.81641,35443.5625
11/8/2023,35419.47656,35994.41797,35147.80078,35655.27734
11/9/2023,35633.63281,37926.25781,35592.10156,36693.125
11/10/2023,36702.25,37493.80078,36362.75391,37313.96875
11/11/2023,37310.07031,37407.09375,36773.66797,37138.05078
11/12/2023,37133.99219,37227.69141,36779.11719,37054.51953
11/13/2023,37070.30469,37405.11719,36399.60547,36502.35547
11/14/2023,36491.78906,36753.35156,34948.5,35537.64063
11/15/2023,35548.11328,37964.89453,35383.78125,37880.58203
11/16/2023,37879.98047,37934.625,35545.47266,36154.76953
11/17/2023,36164.82422,36704.48438,35901.23438,36596.68359
11/18/2023,36625.37109,36839.28125,36233.3125,36585.70313
11/19/2023,36585.76563,37509.35547,36414.59766,37386.54688
11/20/2023,37374.07422,37756.82031,36882.53125,37476.95703
11/21/2023,37469.16016,37631.14063,35813.8125,35813.8125
11/22/2023,35756.55469,37856.98047,35670.97266,37432.33984
11/23/2023,37420.43359,37643.91797,36923.86328,37289.62109
11/24/2023,37296.31641,38415.33984,37261.60547,37720.28125
11/25/2023,37721.41406,37892.42969,37617.41797,37796.79297
11/26/2023,37796.82813,37820.30078,37162.75,37479.12109
11/27/2023,37454.19141,37559.35547,36750.12891,37254.16797
11/28/2023,37247.99219,38368.48047,36891.08984,37831.08594
11/29/2023,37826.10547,38366.11328,37612.63281,37858.49219
11/30/2023,37861.11719,38141.75391,37531.14063,37712.74609
12/1/2023,37718.00781,38954.10938,37629.35938,38688.75
12/2/2023,38689.27734,39678.9375,38652.59375,39476.33203
12/3/2023,39472.20703,40135.60547,39298.16406,39978.39063
12/4/2023,39978.62891,42371.75,39978.62891,41980.09766
12/5/2023,41986.26563,44408.66406,41421.14844,44080.64844
12/6/2023,44080.02344,44265.76953,43478.08203,43746.44531
12/7/2023,43769.13281,44042.58984,42880.64844,43292.66406
12/8/2023,43293.13672,44705.51563,43125.29688,44166.60156
12/9/2023,44180.01953,44361.25781,43627.59766,43725.98438
12/10/2023,43728.38281,44034.625,43593.28516,43779.69922
12/11/2023,43792.01953,43808.375,40234.57813,41243.83203
12/12/2023,41238.73438,42048.30469,40667.5625,41450.22266
12/13/2023,41468.46484,43429.78125,40676.86719,42890.74219
12/14/2023,42884.26172,43390.85938,41767.08984,43023.97266
12/15/2023,43028.25,43087.82422,41692.96875,41929.75781
12/16/2023,41937.74219,42664.94531,41723.11328,42240.11719
12/17/2023,42236.10938,42359.49609,41274.54297,41364.66406
12/18/2023,41348.20313,42720.29688,40530.25781,42623.53906
12/19/2023,42641.51172,43354.29688,41826.33594,42270.52734
12/20/2023,42261.30078,44275.58594,42223.81641,43652.25
12/21/2023,43648.125,44240.66797,43330.05078,43869.15234
12/22/2023,43868.98828,44367.95703,43441.96875,43997.90234
12/23/2023,44012.19922,44015.69922,43351.35547,43739.54297
12/24/2023,43728.36719,43945.52344,42786.91797,43016.11719
12/25/2023,43010.57422,43765.09375,42765.76953,43613.14063
12/26/2023,43599.84766,43603.17578,41676.48828,42520.40234
12/27/2023,42518.46875,43683.16016,42167.58203,43442.85547
12/28/2023,43468.19922,43804.78125,42318.55078,42627.85547
12/29/2023,42614.64453,43124.32422,41424.0625,42099.40234
12/30/2023,42091.75391,42584.125,41556.22656,42156.90234
12/31/2023,42152.09766,42860.9375,41998.25391,42265.1875
1/1/2024,42280.23438,44175.4375,42214.97656,44167.33203
1/2/2024,44187.14063,45899.70703,44176.94922,44957.96875
1/3/2024,44961.60156,45503.24219,40813.53516,42848.17578
1/4/2024,42855.81641,43279.23828,42689.91797,42953.45703
